txn_id,razorpay_payment_id,timestamp,device_id,ip_address,agent_type,amount,amount_slab,payment_method,upi_app,bank,status,error_code,fraud_score,is_suspicious,has_upi_switching,switching_pct,has_high_velocity,velocity_count,hour_of_day,is_night_transaction,is_weekend,attempt_count,payment_method_enc,upi_app_enc,bank_enc,status_enc,amount_slab_enc,iso_anomaly,iso_risk_score,iso_flag,rule_flag
5438,pay_EPFKFPHS8U4GC7,2025-12-24 18:54:35.750054,device_9ec6f0a1-c267-4f,103.232.158.123,normal,603.8,large,upi,Amazon Pay,HDFC,success,NONE,14.0,False,True,84.38,False,0,18,0,0,34,0,0,3,1,0,1,-0.1099410032593543,0,0
5437,pay_9HRDR3U8QC3OUA,2025-12-24 18:54:34.863151,device_378ac2ea-b55d-4f,103.190.172.33,normal,33.56,small,upi,PayZapp,ICICI,success,NONE,14.0,False,True,90.32,False,0,18,0,0,33,0,3,4,1,2,1,-0.12994699526248976,0,0
5436,pay_V3330U17TLNQ3B,2025-12-24 18:54:22.897770,device_2f3ed4fa-91c9-44,103.66.202.147,normal,1354.34,large,upi,BHIM,BOB,success,NONE,14.0,False,True,87.1,False,0,18,0,0,33,0,1,1,1,0,1,-0.10465001238700511,0,0
5435,pay_51LWE7ZBBKOSCO,2025-12-24 18:54:21.066563,device_2f0cb8c9-006a-49,103.116.71.183,normal,10.7,small,upi,PhonePe,Canara,success,NONE,14.0,False,True,81.25,False,0,18,0,0,34,0,5,2,1,2,1,-0.1238478993212827,0,0
5434,pay_JZ0GEY3FR5CDRG,2025-12-24 18:54:18.930749,device_10ebf621-1ab2-4b,103.16.5.33,normal,170.0,medium,upi,Paytm,PNB,success,NONE,14.0,False,True,93.33,False,0,18,0,0,32,0,4,6,1,1,1,-0.13917075150206915,0,0
5433,pay_31OZMY012ZCC4M,2025-12-24 18:54:08.701773,device_611feb70-2b65-48,103.76.22.144,normal,108.23,medium,upi,Paytm,HDFC,success,NONE,14.0,False,True,79.31,False,0,18,0,0,31,0,4,3,1,1,1,-0.15434825653469286,0,0
5432,pay_SKXPB27OYS74NA,2025-12-24 18:54:01.553381,device_8ca699fa-7811-46,103.115.101.21,normal,77.68,medium,upi,Amazon Pay,PNB,success,NONE,14.0,False,True,93.1,False,0,18,0,0,31,0,0,6,1,1,1,-0.12141240305199014,0,0
5431,pay_JDRM1QQ2XYHRVX,2025-12-24 18:54:00.280515,device_0a608b3b-5492-42,103.120.67.114,normal,160.77,medium,upi,BHIM,ICICI,failed,INSUFFICIENT_FUNDS,14.0,False,True,80.0,False,0,18,0,0,32,0,1,4,0,1,1,-0.1135134805411423,0,0
5430,pay_VQDKGB8C4G2NSN,2025-12-24 18:53:57.066752,device_c2e0a899-7d38-46,103.237.74.218,normal,1180.25,large,upi,WhatsApp Pay,BOB,failed,DEBIT_FAILED,14.0,False,True,90.62,False,0,18,0,0,34,0,6,1,0,0,1,-0.05351587754339815,0,0
5429,pay_V6O32PM5MGHED0,2025-12-24 18:53:53.169137,device_378ac2ea-b55d-4f,103.190.172.33,normal,1658.12,large,upi,BHIM,ICICI,failed,TRANSACTION_DECLINED,14.0,False,True,90.0,False,0,18,0,0,32,0,1,4,0,0,1,-0.06063507961656128,0,0
5428,pay_L7IITVCH11G3D9,2025-12-24 18:53:50.021082,device_9ec6f0a1-c267-4f,103.232.158.123,normal,222.05,medium,upi,PayZapp,BOB,success,NONE,14.0,False,True,83.87,False,0,18,0,0,33,0,3,1,1,1,1,-0.15052536362769386,0,0
5427,pay_A33FOEN31ESBUF,2025-12-24 18:53:46.180600,device_7e1602f5-9645-44,103.66.252.60,normal,248.34,medium,upi,Amazon Pay,ICICI,failed,BAD_REQUEST_ERROR,14.0,False,True,77.42,False,0,18,0,0,33,0,0,4,0,1,1,-0.09314681016428622,0,0
5426,pay_HWYO4Z5INTW8M7,2025-12-24 18:53:39.707191,device_2f3ed4fa-91c9-44,103.66.202.147,normal,373.37,medium,upi,Paytm,PNB,success,NONE,14.0,False,True,86.67,False,0,18,0,0,32,0,4,6,1,1,1,-0.14771688269620875,0,0
5425,pay_SAIBNPQTMPX3PA,2025-12-24 18:53:28.159131,device_2f0cb8c9-006a-49,103.116.71.183,normal,1660.37,large,upi,GPay,Axis,success,NONE,14.0,False,True,80.65,False,0,18,0,0,33,0,2,0,1,0,1,-0.0883834793193598,0,0
5424,pay_V956X5QN3DXI33,2025-12-24 18:53:25.794258,device_c2e0a899-7d38-46,103.237.74.218,normal,350.56,medium,upi,PhonePe,SBI,failed,TRANSACTION_DECLINED,14.0,False,True,90.32,False,0,18,0,0,33,0,5,7,0,1,1,-0.08014889704408057,0,0
5423,pay_OYOT5NCZXER3ZN,2025-12-24 18:53:24.936941,device_611feb70-2b65-48,103.76.22.144,normal,38.78,small,upi,PhonePe,HDFC,success,NONE,7.0,False,True,78.57,False,0,18,0,0,30,0,5,3,1,2,1,-0.12504815198213837,0,0
5422,pay_RH9PLXWJJPZIJ6,2025-12-24 18:53:24.047791,device_10ebf621-1ab2-4b,103.16.5.33,normal,684.35,large,upi,WhatsApp Pay,HDFC,success,NONE,14.0,False,True,93.1,False,0,18,0,0,31,0,6,3,1,0,1,-0.10662208654979888,0,0
5421,pay_BFKVKETMOEEVOV,2025-12-24 18:53:20.278167,device_0a608b3b-5492-42,103.120.67.114,normal,306.71,medium,upi,BHIM,HDFC,success,NONE,14.0,False,True,79.31,False,0,18,0,0,31,0,1,3,1,1,1,-0.14577354364129447,0,0
5420,pay_DG93JQ0VRST5K3,2025-12-24 18:53:15.107620,device_7e1602f5-9645-44,103.66.252.60,normal,15.12,small,upi,Amazon Pay,ICICI,success,NONE,14.0,False,True,76.67,False,0,18,0,0,32,0,0,4,1,2,1,-0.10718328350933642,0,0
5419,pay_CW7KGBYKWNJGXS,2025-12-24 18:53:12.642508,device_378ac2ea-b55d-4f,103.190.172.33,normal,1129.46,large,upi,Paytm,HDFC,success,NONE,14.0,False,True,89.66,False,0,18,0,0,31,0,4,3,1,0,1,-0.12724608594841175,0,0
5418,pay_02T1IWA13FO4O0,2025-12-24 18:53:06.320866,device_8ca699fa-7811-46,103.115.101.21,normal,21.5,small,upi,Amazon Pay,BOB,success,NONE,7.0,False,True,92.86,False,0,18,0,0,30,0,0,1,1,2,1,-0.09582059383954988,0,0
5417,pay_0RKAKVRE1J2G69,2025-12-24 18:53:01.931165,device_9ec6f0a1-c267-4f,103.232.158.123,normal,13.7,small,upi,Amazon Pay,Axis,success,NONE,14.0,False,True,83.33,False,0,18,0,0,32,0,0,0,1,2,1,-0.09600554133116412,0,0
5416,pay_W6FVS83VY1I4K1,2025-12-24 18:52:55.607463,device_c2e0a899-7d38-46,103.237.74.218,normal,158.35,medium,upi,BHIM,HDFC,success,NONE,14.0,False,True,90.0,False,0,18,0,0,32,0,1,3,1,1,1,-0.1490975758164535,0,0
5415,pay_ZT9SG48XPL0EBR,2025-12-24 18:52:53.725508,device_2f0cb8c9-006a-49,103.116.71.183,normal,2795.11,very_large,upi,Amazon Pay,Axis,failed,INSUFFICIENT_FUNDS,14.0,False,True,80.0,False,0,18,0,0,32,0,0,0,0,3,-1,0.011928981987852971,1,0
5414,pay_3M3QTHSHXWN4UN,2025-12-24 18:52:51.035795,device_2f3ed4fa-91c9-44,103.66.202.147,normal,4031.78,very_large,upi,BHIM,BOB,failed,DEBIT_FAILED,14.0,False,True,86.21,False,0,18,0,0,31,0,1,1,0,3,-1,0.008416787451739682,1,0
5413,pay_R9P76BWZ1D28SP,2025-12-24 18:52:44.883516,device_10ebf621-1ab2-4b,103.16.5.33,normal,1057.52,large,upi,BHIM,BOB,success,NONE,7.0,False,True,92.86,False,0,18,0,0,30,0,1,1,1,0,1,-0.10172378747058702,0,0
5412,pay_PIJU855FBLHE6M,2025-12-24 18:52:43.227141,device_0a608b3b-5492-42,103.120.67.114,normal,4513.98,very_large,upi,Amazon Pay,ICICI,success,NONE,7.0,False,True,78.57,False,0,18,0,0,30,0,0,4,1,3,1,-0.011018577450734757,0,0
5411,pay_9VQC7JE3C7SH26,2025-12-24 18:52:35.799173,device_8ca699fa-7811-46,103.115.101.21,normal,213.75,medium,upi,BHIM,HDFC,success,NONE,7.0,False,True,92.59,False,0,18,0,0,29,0,1,3,1,1,1,-0.1450798562017825,0,0
5410,pay_O582XPG8HNHAA9,2025-12-24 18:52:30.839373,device_611feb70-2b65-48,103.76.22.144,normal,14.19,small,upi,Paytm,Kotak,success,NONE,7.0,False,True,77.78,False,0,18,0,0,29,0,4,5,1,2,1,-0.12401596606345683,0,0
5409,pay_V8WFZRN9HDVV04,2025-12-24 18:52:29.725557,device_378ac2ea-b55d-4f,103.190.172.33,normal,178.55,medium,upi,WhatsApp Pay,ICICI,failed,DEBIT_FAILED,7.0,False,True,89.29,False,0,18,0,0,30,0,6,4,0,1,1,-0.09581125659120698,0,0
5408,pay_2KIM3RWA1ASSU0,2025-12-24 18:52:21.383349,device_9ec6f0a1-c267-4f,103.232.158.123,normal,981.18,large,upi,PhonePe,HDFC,success,NONE,14.0,False,True,82.76,False,0,18,0,0,31,0,5,3,1,0,1,-0.12185632536055568,0,0
5407,pay_RKM14L2TN82HMJ,2025-12-24 18:52:16.874135,device_2f0cb8c9-006a-49,103.116.71.183,normal,126.12,medium,upi,Paytm,SBI,failed,GATEWAY_ERROR,14.0,False,True,82.76,False,0,18,0,0,31,0,4,7,0,1,1,-0.09378915801173049,0,0
5406,pay_7YU4OKHT7LMONQ,2025-12-24 18:52:16.229674,device_7e1602f5-9645-44,103.66.252.60,normal,209.26,medium,upi,BHIM,HDFC,success,NONE,14.0,False,True,75.86,False,0,18,0,0,31,0,1,3,1,1,1,-0.14301089568056535,0,0
5405,pay_PBPBL5157G3BMU,2025-12-24 18:52:13.359318,device_c2e0a899-7d38-46,103.237.74.218,normal,1511.61,large,upi,Paytm,Axis,failed,DEBIT_FAILED,14.0,False,True,89.66,False,0,18,0,0,31,0,4,0,0,0,1,-0.054671920759995385,0,0
5404,pay_J0500F3YB8BTT2,2025-12-24 18:52:09.020665,device_0a608b3b-5492-42,103.120.67.114,normal,1720.66,large,upi,WhatsApp Pay,PNB,success,NONE,7.0,False,True,77.78,False,0,18,0,0,29,0,6,6,1,0,1,-0.07196849233523711,0,0
5403,pay_A4TLY8D9Z2HDBT,2025-12-24 18:52:07.059760,device_10ebf621-1ab2-4b,103.16.5.33,normal,1038.35,large,upi,PayZapp,Canara,success,NONE,7.0,False,True,92.59,False,0,18,0,0,29,0,3,2,1,0,1,-0.11866607179680377,0,0
5402,pay_2CWU2S7R99N7NA,2025-12-24 18:52:04.354442,device_2f3ed4fa-91c9-44,103.66.202.147,normal,360.07,medium,upi,WhatsApp Pay,BOB,success,NONE,7.0,False,True,85.71,False,0,18,0,0,30,0,6,1,1,1,1,-0.12367143347669945,0,0
5401,pay_7U51FUOCV1QO6L,2025-12-24 18:51:45.685792,device_7e1602f5-9645-44,103.66.252.60,normal,34.38,small,upi,GPay,BOB,success,NONE,7.0,False,True,75.0,False,0,18,0,0,30,0,2,1,1,2,1,-0.11906905535265194,0,0
5400,pay_EEC8JFJ709E6DA,2025-12-24 18:51:43.698381,device_378ac2ea-b55d-4f,103.190.172.33,normal,288.91,medium,upi,GPay,PNB,success,NONE,7.0,False,True,88.89,False,0,18,0,0,29,0,2,6,1,1,1,-0.14699433185160926,0,0
5399,pay_P0SMKTTF1KQE8Q,2025-12-24 18:51:41.395877,device_2f0cb8c9-006a-49,103.116.71.183,normal,1466.92,large,upi,Paytm,SBI,success,NONE,7.0,False,True,85.71,False,0,18,0,0,30,0,4,7,1,0,1,-0.08324038639179587,0,0
5398,pay_5FE3WAEUURYL1W,2025-12-24 18:51:38.956849,device_8ca699fa-7811-46,103.115.101.21,normal,1764.96,large,upi,GPay,HDFC,failed,GATEWAY_ERROR,7.0,False,True,92.31,False,0,18,0,0,28,0,2,3,0,0,1,-0.06729198155342148,0,0
5397,pay_8AUSKGYOI5ZPKH,2025-12-24 18:51:37.948555,device_9ec6f0a1-c267-4f,103.232.158.123,normal,1957.95,large,upi,BHIM,PNB,success,NONE,7.0,False,True,82.14,False,0,18,0,0,30,0,1,6,1,0,1,-0.08245586641940189,0,0
5396,pay_A9IV42P5R70SJS,2025-12-24 18:51:34.284489,device_611feb70-2b65-48,103.76.22.144,normal,45.94,small,upi,WhatsApp Pay,Kotak,success,NONE,7.0,False,True,76.92,False,0,18,0,0,28,0,6,5,1,2,1,-0.10257549747716793,0,0
5395,pay_M3D0JW935ECQLG,2025-12-24 18:51:32.292339,device_c2e0a899-7d38-46,103.237.74.218,normal,1519.86,large,upi,PhonePe,BOB,success,NONE,7.0,False,True,89.29,False,0,18,0,0,30,0,5,1,1,0,1,-0.10140984527300995,0,0
5394,pay_VUKPJFEDI2YDZY,2025-12-24 18:51:28.644822,device_10ebf621-1ab2-4b,103.16.5.33,normal,8.71,small,upi,Amazon Pay,SBI,failed,TRANSACTION_DECLINED,7.0,False,True,92.31,False,0,18,0,0,28,0,0,7,0,2,1,-0.031755746353405945,0,0
5393,pay_26MTU25JPHZQHC,2025-12-24 18:51:26.468330,device_0a608b3b-5492-42,103.120.67.114,normal,13.41,small,upi,PayZapp,BOB,failed,INSUFFICIENT_FUNDS,7.0,False,True,76.92,False,0,18,0,0,28,0,3,1,0,2,1,-0.07553796460128459,0,0
5392,pay_P1G8VSFYNXDKKR,2025-12-24 18:51:11.135381,device_2f3ed4fa-91c9-44,103.66.202.147,normal,436.89,medium,upi,Amazon Pay,ICICI,success,NONE,7.0,False,True,85.19,False,0,18,0,0,29,0,0,4,1,1,1,-0.13815134581636518,0,0
5391,pay_87GNF900JLF9CT,2025-12-24 18:51:09.717191,device_2f0cb8c9-006a-49,103.116.71.183,normal,120.04,medium,upi,Paytm,BOB,success,NONE,7.0,False,True,85.19,False,0,18,0,0,29,0,4,1,1,1,1,-0.1493794649668288,0,0
5390,pay_XIFTA3VME74W94,2025-12-24 18:51:03.960548,device_7e1602f5-9645-44,103.66.252.60,normal,132.87,medium,upi,PayZapp,SBI,success,NONE,7.0,False,True,74.07,False,0,18,0,0,29,0,3,7,1,1,1,-0.11659372813661145,0,0
5389,pay_XKO4IONAG9FB2Z,2025-12-24 18:51:02.444769,device_9ec6f0a1-c267-4f,103.232.158.123,normal,991.09,large,upi,GPay,PNB,success,NONE,7.0,False,True,81.48,False,0,18,0,0,29,0,2,6,1,0,1,-0.1120377891287414,0,0
5388,pay_GQ88KK7819MV58,2025-12-24 18:51:02.018047,device_c2e0a899-7d38-46,103.237.74.218,normal,204.58,medium,upi,BHIM,ICICI,success,NONE,7.0,False,True,88.89,False,0,18,0,0,29,0,1,4,1,1,1,-0.1507438758212324,0,0
5387,pay_YVXOXCPRSLDNKN,2025-12-24 18:50:57.035107,device_8ca699fa-7811-46,103.115.101.21,normal,18.04,small,upi,Paytm,SBI,success,NONE,7.0,False,True,92.0,False,0,18,0,0,27,0,4,7,1,2,1,-0.09707717790600556,0,0
5386,pay_3YARFK0Y53KC8F,2025-12-24 18:50:54.925041,device_611feb70-2b65-48,103.76.22.144,normal,258.87,medium,upi,Amazon Pay,HDFC,success,NONE,7.0,False,True,76.0,False,0,18,0,0,27,0,0,3,1,1,1,-0.13608989411787975,0,0
5385,pay_TEOUH5LBNFHY65,2025-12-24 18:50:53.286129,device_378ac2ea-b55d-4f,103.190.172.33,normal,357.03,medium,upi,Paytm,Kotak,success,NONE,7.0,False,True,92.31,False,0,18,0,0,28,0,4,5,1,1,1,-0.14758656435550443,0,0
5384,pay_01BWJZZT7RS3CZ,2025-12-24 18:50:33.355554,device_10ebf621-1ab2-4b,103.16.5.33,normal,838.03,large,upi,GPay,HDFC,success,NONE,7.0,False,True,92.0,False,0,18,0,0,27,0,2,3,1,0,1,-0.12610242751629014,0,0
5383,pay_Y90UOOU38QMDM5,2025-12-24 18:50:31.024891,device_2f3ed4fa-91c9-44,103.66.202.147,normal,4453.88,very_large,upi,Paytm,PNB,success,NONE,7.0,False,True,84.62,False,0,18,0,0,28,0,4,6,1,3,1,-0.02374340386614915,0,0
5382,pay_HHWNR0PGURGOH3,2025-12-24 18:50:27.159090,device_0a608b3b-5492-42,103.120.67.114,normal,3519.1,very_large,upi,WhatsApp Pay,SBI,success,NONE,7.0,False,True,76.0,False,0,18,0,0,27,0,6,7,1,3,-1,0.0013183582494794566,1,0
5381,pay_QY0UY7H19M1T8S,2025-12-24 18:50:23.848833,device_9ec6f0a1-c267-4f,103.232.158.123,normal,5.75,small,upi,WhatsApp Pay,ICICI,success,NONE,7.0,False,True,84.62,False,0,18,0,0,28,0,6,4,1,2,1,-0.10594700370475835,0,0
5380,pay_A372YQF8BBVNEX,2025-12-24 18:50:22.938571,device_611feb70-2b65-48,103.76.22.144,normal,1522.46,large,upi,PayZapp,PNB,success,NONE,7.0,False,True,75.0,False,0,18,0,0,26,0,3,6,1,0,1,-0.09202010458444954,0,0
5379,pay_CQR70OPPYDWZYL,2025-12-24 18:50:22.621964,device_7e1602f5-9645-44,103.66.252.60,normal,2020.53,very_large,upi,Paytm,PNB,success,NONE,7.0,False,True,73.08,False,0,18,0,0,28,0,4,6,1,3,1,-0.054125344560364,0,0
5378,pay_7F4M94DMGAHMM4,2025-12-24 18:50:22.243417,device_c2e0a899-7d38-46,103.237.74.218,normal,1391.82,large,upi,Paytm,Axis,failed,INSUFFICIENT_FUNDS,7.0,False,True,92.31,False,0,18,0,0,28,0,4,0,0,0,1,-0.05173199164834996,0,0
5377,pay_XPUX02COF3GNEQ,2025-12-24 18:50:21.837779,device_2f0cb8c9-006a-49,103.116.71.183,normal,582.27,large,upi,PhonePe,BOB,failed,INSUFFICIENT_FUNDS,7.0,False,True,88.46,False,0,18,0,0,28,0,5,1,0,0,1,-0.0765432760320055,0,0
5376,pay_ZLQHAUK9IHH1F3,2025-12-24 18:50:09.066798,device_8ca699fa-7811-46,103.115.101.21,normal,1455.67,large,upi,GPay,Kotak,success,NONE,7.0,False,True,91.67,False,0,18,0,0,26,0,2,5,1,0,1,-0.10964785860377207,0,0
5375,pay_K8KZ9HBFN4VFDH,2025-12-24 18:50:02.797316,device_378ac2ea-b55d-4f,103.190.172.33,normal,1021.13,large,upi,Paytm,Axis,failed,TRANSACTION_DECLINED,7.0,False,True,92.0,False,0,18,0,0,27,0,4,0,0,0,1,-0.05916072379515824,0,0
5374,pay_UB4KG7KJC6PP4U,2025-12-24 18:49:56.704864,device_2f3ed4fa-91c9-44,103.66.202.147,normal,275.51,medium,upi,Amazon Pay,Kotak,success,NONE,7.0,False,True,84.0,False,0,18,0,0,27,0,0,5,1,1,1,-0.13950235370911895,0,0
5373,pay_1FHYMYCO9IZA6O,2025-12-24 18:49:50.227594,device_10ebf621-1ab2-4b,103.16.5.33,normal,674.96,large,upi,PayZapp,Axis,success,NONE,7.0,False,True,91.67,False,0,18,0,0,26,0,3,0,1,0,1,-0.10146379359146063,0,0
5372,pay_N6E9PBR53HVYD0,2025-12-24 18:49:50.173504,device_7e1602f5-9645-44,103.66.252.60,normal,135.79,medium,upi,BHIM,Axis,success,NONE,7.0,False,True,72.0,False,0,18,0,0,27,0,1,0,1,1,1,-0.12005241015627288,0,0
5371,pay_AJ39GFW6CK1QJO,2025-12-24 18:49:41.794346,device_c2e0a899-7d38-46,103.237.74.218,normal,22.47,small,upi,Paytm,Canara,success,NONE,7.0,False,True,92.0,False,0,18,0,0,27,0,4,2,1,2,1,-0.12805411095877622,0,0
5370,pay_AOPTLJO8DOH4KZ,2025-12-24 18:49:36.101650,device_9ec6f0a1-c267-4f,103.232.158.123,normal,273.32,medium,upi,WhatsApp Pay,Axis,success,NONE,7.0,False,True,84.0,False,0,18,0,0,27,0,6,0,1,1,1,-0.10969107458660782,0,0
5369,pay_UP4PR1VY6CIN45,2025-12-24 18:49:31.122717,device_2f0cb8c9-006a-49,103.116.71.183,normal,1646.0,large,upi,PhonePe,SBI,success,NONE,7.0,False,True,88.0,False,0,18,0,0,27,0,5,7,1,0,1,-0.07301987721914588,0,0
5368,pay_GQM8FVY5TZ8E9E,2025-12-24 18:49:30.246778,device_611feb70-2b65-48,103.76.22.144,normal,3418.93,very_large,upi,PhonePe,BOB,success,NONE,7.0,False,True,78.26,False,0,18,0,0,25,0,5,1,1,3,1,-0.03322062975728357,0,0
5367,pay_TRWNBVBPDHBG1Y,2025-12-24 18:49:27.204859,device_0a608b3b-5492-42,103.120.67.114,normal,21.28,small,upi,PhonePe,Kotak,success,NONE,7.0,False,True,75.0,False,0,18,0,0,26,0,5,5,1,2,1,-0.1134574209139147,0,0
5366,pay_P9I7L3G5IWD7SE,2025-12-24 18:49:25.748416,device_8ca699fa-7811-46,103.115.101.21,normal,1104.78,large,upi,PayZapp,HDFC,success,NONE,7.0,False,True,95.65,False,0,18,0,0,25,0,3,3,1,0,1,-0.11277699388750195,0,0
5365,pay_MGN12H6LESR3UT,2025-12-24 18:49:25.368880,device_378ac2ea-b55d-4f,103.190.172.33,normal,1606.48,large,upi,WhatsApp Pay,HDFC,success,NONE,7.0,False,True,91.67,False,0,18,0,0,26,0,6,3,1,0,1,-0.0971585242352982,0,0
5364,pay_BT4HLV22FPA3ED,2025-12-24 18:49:18.291710,device_10ebf621-1ab2-4b,103.16.5.33,normal,472.41,medium,upi,GPay,ICICI,failed,UPI_AUTHENTICATION_FAILED,7.0,False,True,91.3,False,0,18,0,0,25,0,2,4,0,1,1,-0.12097368352043963,0,0
5363,pay_ZGJZZGLA0EWB31,2025-12-24 18:49:16.921875,device_7e1602f5-9645-44,103.66.252.60,normal,32.04,small,upi,WhatsApp Pay,ICICI,success,NONE,7.0,False,True,75.0,False,0,18,0,0,26,0,6,4,1,2,1,-0.10443477661953238,0,0
5362,pay_I2NMFZWZJ43PGW,2025-12-24 18:49:10.333214,device_c2e0a899-7d38-46,103.237.74.218,normal,1987.1,large,upi,WhatsApp Pay,Canara,success,NONE,7.0,False,True,91.67,False,0,18,0,0,26,0,6,2,1,0,1,-0.08026083301392944,0,0
5361,pay_XR6OITTD9PRYDQ,2025-12-24 18:49:08.269329,device_2f3ed4fa-91c9-44,103.66.202.147,normal,1067.7,large,upi,WhatsApp Pay,SBI,success,NONE,7.0,False,True,83.33,False,0,18,0,0,26,0,6,7,1,0,1,-0.06972908422197982,0,0
5360,pay_E5BCPDEZ48Z36L,2025-12-24 18:48:48.214848,device_8ca699fa-7811-46,103.115.101.21,normal,2.46,small,upi,PayZapp,Kotak,success,NONE,7.0,False,True,95.45,False,0,18,0,0,24,0,3,5,1,2,1,-0.11467288335287618,0,0
5359,pay_7T9PURQ12AEA75,2025-12-24 18:48:44.682573,device_378ac2ea-b55d-4f,103.190.172.33,normal,478.26,medium,upi,BHIM,ICICI,success,NONE,7.0,False,True,91.3,False,0,18,0,0,25,0,1,4,1,1,1,-0.14534072947758003,0,0
5358,pay_SCCQ203J7CX94X,2025-12-24 18:48:42.985115,device_0a608b3b-5492-42,103.120.67.114,normal,494.64,medium,upi,Paytm,Kotak,failed,BAD_REQUEST_ERROR,7.0,False,True,73.91,False,0,18,0,0,25,0,4,5,0,1,1,-0.10690834117755482,0,0
5357,pay_C8S9WD5AX5PLRU,2025-12-24 18:48:41.885383,device_9ec6f0a1-c267-4f,103.232.158.123,normal,39.93,small,upi,GPay,Canara,success,NONE,7.0,False,True,83.33,False,0,18,0,0,26,0,2,2,1,2,1,-0.13193546059113176,0,0
5356,pay_G5VT86SCM5FJH3,2025-12-24 18:48:39.463350,device_611feb70-2b65-48,103.76.22.144,normal,14.6,small,upi,PhonePe,SBI,success,NONE,7.0,False,True,81.82,False,0,18,0,0,24,0,5,7,1,2,1,-0.09006550589482087,0,0
5355,pay_N37NV261TZVWDV,2025-12-24 18:48:33.184563,device_2f0cb8c9-006a-49,103.116.71.183,normal,2751.56,very_large,upi,BHIM,BOB,success,NONE,7.0,False,True,91.67,False,0,18,0,0,26,0,1,1,1,3,1,-0.03740135085994112,0,0
5354,pay_WI9BAZ2W4R7LUX,2025-12-24 18:48:33.028090,device_c2e0a899-7d38-46,103.237.74.218,normal,1542.61,large,upi,Paytm,Kotak,success,NONE,7.0,False,True,95.65,False,0,18,0,0,25,0,4,5,1,0,1,-0.09887029885033927,0,0
5353,pay_QFOJL69XMZF314,2025-12-24 18:48:26.521531,device_7e1602f5-9645-44,103.66.252.60,normal,322.92,medium,upi,WhatsApp Pay,Canara,success,NONE,7.0,False,True,73.91,False,0,18,0,0,25,0,6,2,1,1,1,-0.12788546734550188,0,0
5352,pay_HJBGFP4Y7NVGD4,2025-12-24 18:48:23.789532,device_2f3ed4fa-91c9-44,103.66.202.147,normal,1513.13,large,upi,Amazon Pay,Axis,success,NONE,7.0,False,True,82.61,False,0,18,0,0,25,0,0,0,1,0,1,-0.07751932019692576,0,0
5351,pay_S8C2P0FK5OZMMD,2025-12-24 18:48:20.597256,device_10ebf621-1ab2-4b,103.16.5.33,normal,926.26,large,upi,Paytm,Axis,success,NONE,7.0,False,True,90.91,False,0,18,0,0,24,0,4,0,1,0,1,-0.10186400125856465,0,0
5350,pay_32ODTGW2FNV1QG,2025-12-24 18:48:07.925143,device_9ec6f0a1-c267-4f,103.232.158.123,normal,321.72,medium,upi,BHIM,Canara,success,NONE,7.0,False,True,82.61,False,0,18,0,0,25,0,1,2,1,1,1,-0.1503706807649567,0,0
5349,pay_AZLCFL2M1OR6WA,2025-12-24 18:48:05.299858,device_378ac2ea-b55d-4f,103.190.172.33,normal,1867.73,large,upi,PhonePe,PNB,success,NONE,7.0,False,True,90.91,False,0,18,0,0,24,0,5,6,1,0,1,-0.08589283634431422,0,0
5348,pay_6S439PW4A3KD1L,2025-12-24 18:48:00.888359,device_8ca699fa-7811-46,103.115.101.21,normal,455.47,medium,upi,BHIM,Kotak,success,NONE,7.0,False,True,95.24,False,0,18,0,0,23,0,1,5,1,1,1,-0.13476061810656803,0,0
5347,pay_IE21GSBQRNSSMW,2025-12-24 18:47:56.441328,device_0a608b3b-5492-42,103.120.67.114,normal,433.23,medium,upi,PhonePe,Kotak,success,NONE,7.0,False,True,72.73,False,0,18,0,0,24,0,5,5,1,1,1,-0.13626361066515252,0,0
5346,pay_SHXBVFO0D8FKWA,2025-12-24 18:47:55.015838,device_611feb70-2b65-48,103.76.22.144,normal,479.93,medium,upi,PhonePe,PNB,failed,GATEWAY_ERROR,7.0,False,True,80.95,False,0,18,0,0,23,0,5,6,0,1,1,-0.09757854290642404,0,0
5345,pay_4QQEICOB7SJHKC,2025-12-24 18:47:54.815202,device_2f0cb8c9-006a-49,103.116.71.183,normal,1378.45,large,upi,BHIM,HDFC,success,NONE,7.0,False,True,91.3,False,0,18,0,0,25,0,1,3,1,0,1,-0.11127105593767983,0,0
5344,pay_C5FZ240YS9HVXD,2025-12-24 18:47:45.312847,device_c2e0a899-7d38-46,103.237.74.218,normal,1102.24,large,upi,Paytm,ICICI,success,NONE,7.0,False,True,95.45,False,0,18,0,0,24,0,4,4,1,0,1,-0.11260372245756495,0,0
5343,pay_3E0GWSWUVHGL33,2025-12-24 18:47:38.843590,device_10ebf621-1ab2-4b,103.16.5.33,normal,1935.86,large,upi,Amazon Pay,Canara,success,NONE,17.0,False,True,90.48,False,0,18,0,0,23,0,0,2,1,0,1,-0.08287173560195193,0,0
5342,pay_QEBO8SHWUP8RD3,2025-12-24 18:47:35.595916,device_2f3ed4fa-91c9-44,103.66.202.147,normal,611.79,large,upi,WhatsApp Pay,Canara,success,NONE,7.0,False,True,81.82,False,0,18,0,0,24,0,6,2,1,0,1,-0.10195286745090937,0,0
